genelist,Ensembl.ID
TEX2,ENSG00000136478
TEX21P,ENSG00000234911
TEX26,ENSG00000175664
TEX26-AS1,ENSG00000224743
TEX261,ENSG00000144043
TEX264,ENSG00000164081
TEX28,ENSG00000278057
TEX28P1,ENSG00000274962
TEX28P2,ENSG00000277008
TEX33,ENSG00000185264
TEX35,ENSG00000240021
TEX36,ENSG00000175018
TEX36-AS1,ENSG00000237675
TEX37,ENSG00000172073
TEX38,ENSG00000186118
TEX41,ENSG00000226674
TEX43,ENSG00000196900
TEX44,ENSG00000177673
TEX45,ENSG00000198723
TEX47,ENSG00000164645
TEX48,ENSG00000230601
TEX49,ENSG00000257987
TEX51,ENSG00000237524
TEX52,ENSG00000283297
TEX53,ENSG00000230054
TF,ENSG00000091513
TFAMP1,ENSG00000230444
TFAMP2,ENSG00000254798
TFAP2A-AS1,ENSG00000229950
TFAP2B,ENSG00000008196
TFAP2C,ENSG00000087510
TFAP2D,ENSG00000008197
TFAP2E,ENSG00000116819
TFB2M,ENSG00000162851
TFCP2L1,ENSG00000115112
TFDP2,ENSG00000114126
TFDP3,ENSG00000183434
TFE3,ENSG00000068323
TFEB,ENSG00000112561
TFG,ENSG00000114354
TFIP11,ENSG00000100109
TFPI2,ENSG00000105825
TFPT,ENSG00000105619
TFR2,ENSG00000106327
TFRC,ENSG00000072274
TG,ENSG00000042832
TGFA-IT1,ENSG00000224606
TGFB1,ENSG00000105329
TGFB2-OT1,ENSG00000281453
TGFB3-AS1,ENSG00000258876
TGFBI,ENSG00000120708
TGFBR3L,ENSG00000260001
TGFBRAP1,ENSG00000135966
TGIF1,ENSG00000177426
TGIF2,ENSG00000118707
TGIF2-RAB5IF,ENSG00000259399
TGIF2LX,ENSG00000153779
TGIF2LY,ENSG00000176679
TGIF2P1,ENSG00000225401
TGM1,ENSG00000092295
TGM2,ENSG00000198959
TGM3,ENSG00000125780
TGM4,ENSG00000163810
TGM5,ENSG00000104055
TGM6,ENSG00000166948
TGOLN2,ENSG00000152291
TGS1,ENSG00000137574
TH,ENSG00000180176
TH2LCRR,ENSG00000223442
THA1P,ENSG00000267676
THAP1,ENSG00000131931
THAP10,ENSG00000129028
THAP11,ENSG00000168286
THAP12,ENSG00000137492
THAP12P1,ENSG00000230665
THAP12P2,ENSG00000243915
THAP12P3,ENSG00000227972
THAP12P4,ENSG00000254465
THAP12P5,ENSG00000218020
THAP12P6,ENSG00000227882
THAP12P7,ENSG00000253919
THAP12P8,ENSG00000223963
THAP12P9,ENSG00000248320
THAP2,ENSG00000173451
THAP3,ENSG00000041988
THAP5,ENSG00000177683
THAP5P1,ENSG00000224324
THAP6,ENSG00000174796
THAP7,ENSG00000184436
THAP7-AS1,ENSG00000230513
THAP8,ENSG00000161277
THAP9,ENSG00000168152
THAP9-AS1,ENSG00000251022
THBD,ENSG00000178726
THBS1,ENSG00000137801
THBS2,ENSG00000186340
THBS3,ENSG00000169231
THBS4,ENSG00000113296
THEG,ENSG00000105549
THEM4,ENSG00000159445
THEM6,ENSG00000130193
THEM7P,ENSG00000227160
THEMIS2,ENSG00000130775
THEMIS3P,ENSG00000229442
THG1L,ENSG00000113272
THOC1,ENSG00000079134
THOC2,ENSG00000125676
THOC5,ENSG00000100296
THOC6,ENSG00000131652
THOC7,ENSG00000163634
THOC7-AS1,ENSG00000240549
THOP1,ENSG00000172009
THORLNC,ENSG00000226856
THPO,ENSG00000090534
THRAP3,ENSG00000054118
THRAP3P1,ENSG00000227339
THRB-AS1,ENSG00000228791
THRSP,ENSG00000151365
THSD1,ENSG00000136114
THSD4,ENSG00000187720
THSD7A,ENSG00000005108
THSD7B,ENSG00000144229
THUMPD1P1,ENSG00000215317
THUMPD2,ENSG00000138050
THUMPD3-AS1,ENSG00000206573
THUMPD3P1,ENSG00000248711
THY1,ENSG00000154096
THYN1,ENSG00000151500
TIA1,ENSG00000116001
TIAL1,ENSG00000151923
TICAM2,ENSG00000243414
TICRR,ENSG00000140534
TIE1,ENSG00000066056
TIFA,ENSG00000145365
TIFAB,ENSG00000255833
TIGAR,ENSG00000078237
TIGD1,ENSG00000221944
TIGD5,ENSG00000179886
TIGD6,ENSG00000164296
TIGIT,ENSG00000181847
TIMD4,ENSG00000145850
TIMELESS,ENSG00000111602
TIMM10,ENSG00000134809
TIMM10B,ENSG00000132286
TIMM17BP1,ENSG00000256756
TIMM22,ENSG00000177370
TIMM23B-AGAP6,ENSG00000178440
TIMM29,ENSG00000142444
TIMM44,ENSG00000104980
TIMM50,ENSG00000105197
TIMM8A,ENSG00000126953
TIMM8AP1,ENSG00000231445
TIMM8B,ENSG00000150779
TIMM8BP1,ENSG00000236258
TIMM8BP2,ENSG00000224908
TIMM9,ENSG00000100575
TIMM9P1,ENSG00000236900
TIMM9P2,ENSG00000232608
TIMMDC1,ENSG00000113845
TIMP1,ENSG00000102265
TIMP2,ENSG00000035862
TIMP3,ENSG00000100234
TIMP4,ENSG00000157150
TINAG,ENSG00000137251
TINCR,ENSG00000223573
TINF2,ENSG00000092330
TIPARP,ENSG00000163659
TIPIN,ENSG00000075131
TIRAP,ENSG00000150455
TJAP1,ENSG00000137221
TJP1,ENSG00000104067
TJP2,ENSG00000119139
TJP3,ENSG00000105289
TK1,ENSG00000167900
TKFC,ENSG00000149476
TKT,ENSG00000163931
TKTL1,ENSG00000007350
TKTL2,ENSG00000151005
TLCD1,ENSG00000160606
TLCD2,ENSG00000185561
TLCD4,ENSG00000152078
TLCD4-RWDD3,ENSG00000271092
TLCD5,ENSG00000181264
TLDC2,ENSG00000101342
TLE1P1,ENSG00000228158
TLE2,ENSG00000065717
TLE3,ENSG00000140332
TLE4,ENSG00000106829
TLE5,ENSG00000104964
TLE6,ENSG00000104953
TLE7,ENSG00000260734
TLK1,ENSG00000198586
TLK1P1,ENSG00000226783
TLK2P1,ENSG00000226049
TLK2P2,ENSG00000228828
TLL2,ENSG00000095587
TLN2,ENSG00000171914
TLNRD1,ENSG00000140406
TLR12P,ENSG00000234512
TLR4,ENSG00000136869
TLR5,ENSG00000187554
TLR7,ENSG00000196664
TLR8-AS1,ENSG00000233338
TLX2,ENSG00000115297
TLX3,ENSG00000164438
TM2D2,ENSG00000169490
TM4SF18,ENSG00000163762
TM4SF19,ENSG00000145107
TM4SF19-AS1,ENSG00000235897
TM4SF19-TCTEX1D2,ENSG00000273331
TM4SF5,ENSG00000142484
TMA16P1,ENSG00000255265
TMA16P2,ENSG00000232467
TMA7,ENSG00000232112
TMBIM1,ENSG00000135926
TMBIM4,ENSG00000155957
TMBIM7P,ENSG00000230927
TMC1,ENSG00000165091
TMC2,ENSG00000149488
TMC3,ENSG00000188869
TMC4,ENSG00000167608
TMC6,ENSG00000141524
TMC7,ENSG00000170537
TMCC1,ENSG00000172765
TMCC1P1,ENSG00000253318
TMCC2,ENSG00000133069
TMCC3,ENSG00000057704
TMCO1-AS1,ENSG00000224358
TMCO3,ENSG00000150403
TMCO5A,ENSG00000166069
TMCO5B,ENSG00000215296
TMDD1,ENSG00000284730
TMED2,ENSG00000086598
TMED6,ENSG00000157315
TMED7,ENSG00000134970
TMED7-TICAM2,ENSG00000251201
TMED8,ENSG00000100580
TMED9,ENSG00000184840
TMEM100,ENSG00000166292
TMEM101,ENSG00000091947
TMEM102,ENSG00000181284
TMEM106C,ENSG00000134291
TMEM108,ENSG00000144868
TMEM108-AS1,ENSG00000251011
TMEM109,ENSG00000110108
TMEM11,ENSG00000178307
TMEM114,ENSG00000232258
TMEM116,ENSG00000198270
TMEM117,ENSG00000139173
TMEM119,ENSG00000183160
TMEM120A,ENSG00000189077
TMEM121,ENSG00000184986
TMEM126A,ENSG00000171202
TMEM126B,ENSG00000171204
TMEM128,ENSG00000132406
TMEM130,ENSG00000166448
TMEM131,ENSG00000075568
TMEM131L,ENSG00000121210
TMEM132B,ENSG00000139364
TMEM132D,ENSG00000151952
TMEM132D-AS1,ENSG00000249196
TMEM132D-AS2,ENSG00000256699
TMEM132E,ENSG00000181291
TMEM134,ENSG00000172663
TMEM135,ENSG00000166575
TMEM138,ENSG00000149483
TMEM139,ENSG00000178826
TMEM143,ENSG00000161558
TMEM145,ENSG00000167619
TMEM14A,ENSG00000096092
TMEM14EP,ENSG00000221962
TMEM150A,ENSG00000168890
TMEM151A,ENSG00000179292
TMEM154,ENSG00000170006
TMEM155,
TMEM158,ENSG00000249992
TMEM160,ENSG00000130748
TMEM161A,ENSG00000064545
TMEM164,ENSG00000157600
TMEM165,ENSG00000134851
TMEM169,ENSG00000163449
TMEM170B,ENSG00000205269
TMEM174,ENSG00000164325
TMEM176B,ENSG00000106565
TMEM178A,ENSG00000152154
TMEM179,ENSG00000258986
TMEM179B,ENSG00000185475
TMEM18-DT,ENSG00000233296
TMEM181,ENSG00000146433
TMEM182,ENSG00000170417
TMEM183B,ENSG00000224831
TMEM184C,ENSG00000164168
TMEM186,ENSG00000184857
TMEM19,ENSG00000139291
TMEM191B,ENSG00000278558
TMEM191C,ENSG00000206140
TMEM200A,ENSG00000164484
TMEM200B,ENSG00000253304
TMEM200C,ENSG00000206432
TMEM201,ENSG00000188807
TMEM203,ENSG00000187713
TMEM204,ENSG00000131634
TMEM205,ENSG00000105518
TMEM208,ENSG00000168701
TMEM212,ENSG00000186329
TMEM214,ENSG00000119777
TMEM217,ENSG00000172738
TMEM220,ENSG00000187824
TMEM223,ENSG00000168569
TMEM225,ENSG00000204300
TMEM225B,ENSG00000244219
TMEM229A,ENSG00000234224
TMEM229B,ENSG00000198133
TMEM231,ENSG00000205084
TMEM232,ENSG00000186952
TMEM234,ENSG00000160055
TMEM235,ENSG00000204278
TMEM238,ENSG00000233493
TMEM239,ENSG00000198326
TMEM240,ENSG00000205090
TMEM244,ENSG00000203756
TMEM245,ENSG00000106771
TMEM250,ENSG00000238227
TMEM252,ENSG00000181778
TMEM254,ENSG00000133678
TMEM254-AS1,ENSG00000230091
TMEM255B,ENSG00000184497
TMEM256P1,ENSG00000233197
TMEM256P2,ENSG00000226726
TMEM258,ENSG00000134825
TMEM259,ENSG00000182087
TMEM260,ENSG00000070269
TMEM262,ENSG00000187066
TMEM265,ENSG00000281991
TMEM266,ENSG00000169758
TMEM267,ENSG00000151881
TMEM269,ENSG00000274386
TMEM270,ENSG00000175877
TMEM271,ENSG00000273238
TMEM272,ENSG00000281106
TMEM274P,ENSG00000283611
TMEM275,ENSG00000282881
TMEM30A,ENSG00000112697
TMEM33,ENSG00000109133
TMEM35B,ENSG00000243749
TMEM38A,ENSG00000072954
TMEM38B,ENSG00000095209
TMEM39A,ENSG00000176142
TMEM39B,ENSG00000121775
TMEM41A,ENSG00000163900
TMEM41B,ENSG00000166471
TMEM42,ENSG00000169964
TMEM43,ENSG00000170876
TMEM44-AS1,ENSG00000231770
TMEM45B,ENSG00000151715
TMEM50B,ENSG00000142188
TMEM51-AS1,ENSG00000175147
TMEM52,ENSG00000178821
TMEM52B,ENSG00000165685
TMEM54,ENSG00000121900
TMEM59L,ENSG00000105696
TMEM60,ENSG00000135211
TMEM61,ENSG00000143001
TMEM62,ENSG00000137842
TMEM63A,ENSG00000196187
TMEM63C,ENSG00000165548
TMEM64,ENSG00000180694
TMEM65,ENSG00000164983
TMEM67,ENSG00000164953
TMEM68,ENSG00000167904
TMEM70,ENSG00000175606
TMEM71,ENSG00000165071
TMEM72,ENSG00000187783
TMEM72-AS1,ENSG00000224812
TMEM74,ENSG00000164841
TMEM74B,ENSG00000125895
TMEM79,ENSG00000163472
TMEM80,ENSG00000177042
TMEM81,ENSG00000174529
TMEM86A,ENSG00000151117
TMEM86B,ENSG00000180089
TMEM87A,ENSG00000103978
TMEM87B,ENSG00000153214
TMEM88,ENSG00000167874
TMEM88B,ENSG00000205116
TMEM9,ENSG00000116857
TMEM91,ENSG00000142046
TMEM92-AS1,ENSG00000251179
TMEM95,ENSG00000182896
TMEM97,ENSG00000109084
TMEM97P1,ENSG00000234030
TMEM98,ENSG00000006042
TMEM99,ENSG00000167920
TMEM9B,ENSG00000175348
TMF1P1,ENSG00000262235
TMIE,ENSG00000181585
TMIGD1,ENSG00000182271
TMLHE-AS1,ENSG00000224533
TMOD2,ENSG00000128872
TMOD3,ENSG00000138594
TMPPE,ENSG00000188167
TMPRSS11BNL,ENSG00000250026
TMPRSS11D,ENSG00000153802
TMPRSS11E,ENSG00000087128
TMPRSS11F,ENSG00000198092
TMPRSS11GP,ENSG00000229009
TMPRSS15,ENSG00000154646
TMPRSS2,ENSG00000184012
TMPRSS3,ENSG00000160183
TMSB10,ENSG00000034510
TMSB10P1,ENSG00000228499
TMSB15B,ENSG00000158427
TMSB15B-AS1,ENSG00000231728
TMSB4X,ENSG00000205542
TMSB4XP1,ENSG00000236876
TMSB4XP6,ENSG00000230043
TMSB4XP8,ENSG00000187653
TMTC1,ENSG00000133687
TMTC2,ENSG00000179104
TMTC3,ENSG00000139324
TMUB1,ENSG00000164897
TMX1,ENSG00000139921
TMX3,ENSG00000166479
TNC,ENSG00000041982
TNF,ENSG00000232810
TNFAIP1,ENSG00000109079
TNFAIP8,ENSG00000145779
TNFAIP8L1,ENSG00000185361
TNFAIP8L2,ENSG00000163154
TNFAIP8L3,ENSG00000183578
TNFRSF10A,ENSG00000104689
TNFRSF10A-AS1,ENSG00000253930
TNFRSF10B,ENSG00000120889
TNFRSF10C,ENSG00000173535
TNFRSF10D,ENSG00000173530
TNFRSF11B,ENSG00000164761
TNFRSF12A,ENSG00000006327
TNFRSF14,ENSG00000157873
TNFRSF14-AS1,ENSG00000238164
TNFRSF17,ENSG00000048462
TNFRSF18,ENSG00000186891
TNFRSF19,ENSG00000127863
TNFRSF1A,ENSG00000067182
TNFRSF21,ENSG00000146072
TNFRSF6B,ENSG00000243509
TNFRSF8,ENSG00000120949
TNFSF12-TNFSF13,ENSG00000248871
TNFSF13B,ENSG00000102524
TNFSF18,ENSG00000120337
TNFSF4,ENSG00000117586
TNIP1,ENSG00000145901
TNK2,ENSG00000061938
TNK2-AS1,ENSG00000224614
TNKS1BP1,ENSG00000149115
TNKS2,ENSG00000107854
TNMD,ENSG00000000005
TNN,ENSG00000120332
TNNC1,ENSG00000114854
TNNI3,ENSG00000129991
TNNT1,ENSG00000105048
TNNT2,ENSG00000118194
TNPO1,ENSG00000083312
TNPO1P1,ENSG00000225423
TNPO1P3,ENSG00000229586
TNPO2,ENSG00000105576
TNR,ENSG00000116147
TNRC18P1,ENSG00000249661
TNRC18P3,ENSG00000189166
TNRC6B,ENSG00000100354
TNS4,ENSG00000131746
TNXA,ENSG00000248290
TNXB,ENSG00000168477
TOB1,ENSG00000141232
TOB2,ENSG00000183864
TOE1,ENSG00000132773
TOGARAM1,ENSG00000198718
TOGARAM2,ENSG00000189350
TOLLIP,ENSG00000078902
TOLLIP-AS1,ENSG00000255153
TOM1,ENSG00000100284
TOM1L1,ENSG00000141198
TOM1L2,ENSG00000175662
TOMM20L,ENSG00000196860
TOMM20P2,ENSG00000255987
TOMM20P3,ENSG00000263935
TOMM20P4,ENSG00000230311
TOMM22,ENSG00000100216
TOMM22P3,ENSG00000227604
TOMM22P5,ENSG00000225155
TOMM22P6,ENSG00000241874
TOMM34,ENSG00000025772
TOMM40L,ENSG00000158882
TOMM5,ENSG00000175768
TOMM6,ENSG00000214736
TOMM70,ENSG00000154174
TONSL-AS1,ENSG00000232600
TOP1,ENSG00000198900
TOP2A,ENSG00000131747
TOP2B,ENSG00000077097
TOP3A,ENSG00000177302
TOP3B,ENSG00000100038
TOPBP1,ENSG00000163781
TOPORS,ENSG00000197579
TOR1AIP1,ENSG00000143337
TOR1AIP2,ENSG00000169905
TOR1B,ENSG00000136816
TOX3,ENSG00000103460
TOX4,ENSG00000092203
TOX4P1,ENSG00000248697
TP53INP2,ENSG00000078804
TP53TG3B,ENSG00000261509
TP53TG3C,ENSG00000205457
TP53TG3D,ENSG00000205456
TP53TG3GP,ENSG00000261274
TP53TG5,ENSG00000124251
TP63,ENSG00000073282
TP73,ENSG00000078900
TP73-AS1,ENSG00000227372
TPBG,ENSG00000146242
TPBGL,ENSG00000261594
TPCN1,ENSG00000186815
TPCN2,ENSG00000162341
TPD52L2,ENSG00000101150
TPGS1,ENSG00000141933
TPH1,ENSG00000129167
TPI1,ENSG00000111669
TPI1P3,ENSG00000186743
TPI1P4,ENSG00000225455
TPM1,ENSG00000140416
TPM1-AS,ENSG00000259498
TPM2,ENSG00000198467
TPM3,ENSG00000143549
TPM3P1,ENSG00000213050
TPM3P2,ENSG00000214200
TPM3P4,ENSG00000214869
TPM3P6,ENSG00000250731
TPM4,ENSG00000167460
TPM4P1,ENSG00000232230
TPMTP1,ENSG00000267156
TPMTP2,ENSG00000234562
TPMTP4,ENSG00000223574
TPO,ENSG00000115705
TPP2,ENSG00000134900
TPPP,ENSG00000171368
TPPP2,ENSG00000179636
TPPP3,ENSG00000159713
TPRG1,ENSG00000188001
TPRG1-AS1,ENSG00000234076
TPRG1-AS2,ENSG00000230115
TPRG1L,ENSG00000158109
TPRG1LP1,ENSG00000269097
TPRKBP1,ENSG00000231911
TPRKBP2,ENSG00000260452
TPRN,ENSG00000176058
TPRX1,ENSG00000178928
TPRX1P1,ENSG00000259021
TPRX2P,ENSG00000259009
TPSD1,ENSG00000095917
TPSG1,ENSG00000116176
TPSP2,ENSG00000260284
TPST1,ENSG00000169902
TPST2,ENSG00000128294
TPST2P1,ENSG00000260582
TPT1-AS1,ENSG00000170919
TPT1P1,ENSG00000234107
TPT1P10,ENSG00000180221
TPT1P14,ENSG00000235929
TPT1P3,ENSG00000241899
TPT1P4,ENSG00000217027
TPT1P6,ENSG00000214460
TPTE,ENSG00000274391
TPTE2P4,ENSG00000215506
TPTEP1,ENSG00000100181
TPTEP2,ENSG00000244627
TPTEP2-CSNK1E,ENSG00000283900
TPX2,ENSG00000088325
TRA2A,ENSG00000164548
TRA2B,ENSG00000136527
TRABD2B,ENSG00000269113
TRAC,ENSG00000277734
TRAF1,ENSG00000056558
TRAF3IP1,ENSG00000204104
TRAF3IP2-AS1,ENSG00000231889
TRAF4,ENSG00000076604
TRAJ1,ENSG00000211888
TRAJ10,ENSG00000211879
TRAJ12,ENSG00000211877
TRAJ13,ENSG00000211876
TRAJ14,ENSG00000211875
TRAJ17,ENSG00000211872
TRAJ20,ENSG00000211869
TRAJ21,ENSG00000211868
TRAJ22,ENSG00000211867
TRAJ23,ENSG00000211866
TRAJ25,ENSG00000211864
TRAJ26,ENSG00000211863
TRAJ27,ENSG00000211862
TRAJ28,ENSG00000211861
TRAJ29,ENSG00000211860
TRAJ3,ENSG00000211886
TRAJ31,ENSG00000211858
TRAJ32,ENSG00000211857
TRAJ33,ENSG00000211856
TRAJ34,ENSG00000211855
TRAJ36,ENSG00000276699
TRAJ37,ENSG00000278661
TRAJ38,ENSG00000211851
TRAJ39,ENSG00000211850
TRAJ4,ENSG00000211885
TRAJ40,ENSG00000211849
TRAJ41,ENSG00000211848
TRAJ42,ENSG00000211847
TRAJ43,ENSG00000211846
TRAJ44,ENSG00000211845
TRAJ45,ENSG00000211844
TRAJ46,ENSG00000211843
TRAJ48,ENSG00000211841
TRAJ5,ENSG00000211884
TRAJ50,ENSG00000211839
TRAJ51,ENSG00000248366
TRAJ54,ENSG00000211836
TRAJ55,ENSG00000250688
TRAJ59,ENSG00000211832
TRAJ6,ENSG00000211883
TRAJ60,ENSG00000249446
TRAJ61,ENSG00000211831
TRAJ8,ENSG00000211881
TRAJ9,ENSG00000211880
TRAK1,ENSG00000182606
TRAM1,ENSG00000067167
TRAM1L1,ENSG00000174599
TRAM2,ENSG00000065308
TRAM2-AS1,ENSG00000225791
TRANK1,ENSG00000168016
TRAP1,ENSG00000126602
TRAPPC10,ENSG00000160218
TRAPPC12-AS1,ENSG00000225234
TRAPPC13,ENSG00000113597
TRAPPC13P1,ENSG00000235447
TRAPPC2B,ENSG00000256060
TRAPPC2L,ENSG00000167515
TRAPPC2P10,ENSG00000228465
TRAPPC2P2,ENSG00000253124
TRAPPC2P3,ENSG00000224964
TRAPPC2P4,ENSG00000232914
TRAPPC2P7,ENSG00000249606
TRAPPC2P8,ENSG00000225895
TRAPPC2P9,ENSG00000232845
TRAPPC3L,ENSG00000173626
TRAPPC4,ENSG00000196655
TRAPPC5,ENSG00000181029
TRAPPC6A,ENSG00000007255
TRAPPC6B,ENSG00000182400
TRAPPC8,ENSG00000153339
TRAPPC9,ENSG00000167632
TRARG1,ENSG00000184811
TRAV1-1,ENSG00000255569
TRAV1-2,ENSG00000256553
TRAV11,ENSG00000256474
TRAV12-1,ENSG00000211785
TRAV12-3,ENSG00000211794
TRAV13-1,ENSG00000211788
TRAV14DV4,ENSG00000211792
TRAV15,ENSG00000258482
TRAV16,ENSG00000211796
TRAV17,ENSG00000211797
TRAV18,ENSG00000211798
TRAV2,ENSG00000211776
TRAV20,ENSG00000211800
TRAV21,ENSG00000211801
TRAV22,ENSG00000211802
TRAV23DV6,ENSG00000211803
TRAV24,ENSG00000211805
TRAV25,ENSG00000211806
TRAV26-1,ENSG00000211807
TRAV27,ENSG00000211809
TRAV28,ENSG00000258835
TRAV3,ENSG00000211777
TRAV30,ENSG00000259092
TRAV32,ENSG00000258905
TRAV33,ENSG00000258812
TRAV35,ENSG00000211814
TRAV36DV7,ENSG00000211815
TRAV37,ENSG00000259068
TRAV38-1,ENSG00000211816
TRAV38-2DV8,ENSG00000211817
TRAV39,ENSG00000211818
TRAV4,ENSG00000211778
TRAV40,ENSG00000211819
TRAV41,ENSG00000211820
TRAV5,ENSG00000211779
TRAV6,ENSG00000211780
TRAV7,ENSG00000211781
TRAV8-1,ENSG00000211782
TRAV8-3,ENSG00000211787
TRAV8-5,ENSG00000256379
TRAV8-6,ENSG00000211795
TRAV9-2,ENSG00000211793
TRBC1,ENSG00000211751
TRBJ1-2,ENSG00000282420
TRBJ1-3,ENSG00000282133
TRBJ1-4,ENSG00000281958
TRBJ1-5,ENSG00000282173
TRBJ1-6,ENSG00000282780
TRBJ2-1,ENSG00000211764
TRBJ2-2P,ENSG00000211766
TRBJ2-5,ENSG00000211769
TRBV10-2,ENSG00000229769
TRBV11-1,ENSG00000211720
TRBV11-3,ENSG00000276597
TRBV12-4,ENSG00000276953
TRBV12-5,ENSG00000275158
TRBV13,ENSG00000276405
TRBV14,ENSG00000275743
TRBV15,ENSG00000276819
TRBV17,ENSG00000277880
TRBV19,ENSG00000211746
TRBV20OR9-2,ENSG00000205274
TRBV21OR9-2,ENSG00000183938
TRBV22OR9-2,ENSG00000234122
TRBV23-1,ENSG00000211749
TRBV23OR9-2,ENSG00000229063
TRBV24OR9-2,ENSG00000215206
TRBV26,ENSG00000249912
TRBV26OR9-2,ENSG00000231165
TRBV27,ENSG00000211752
TRBV28,ENSG00000211753
TRBV29-1,ENSG00000232869
TRBV29OR9-2,ENSG00000223394
TRBV5-6,ENSG00000211728
TRBV5-7,ENSG00000211731
TRBV6-1,ENSG00000211706
TRBV6-4,ENSG00000211713
TRBV6-6,ENSG00000211724
TRBV6-7,ENSG00000253188
TRBV6-8,ENSG00000253534
TRBV7-3,ENSG00000211714
TRBV7-4,ENSG00000253409
TRBV7-5,ENSG00000227550
TRBV7-6,ENSG00000211727
TRBV9,ENSG00000211716
TRDC,ENSG00000211829
TRDD1,ENSG00000223997
TRDJ2,ENSG00000211827
TRDJ4,ENSG00000211826
TRDMT1,ENSG00000107614
TRDN-AS1,ENSG00000235535
TRDV1,ENSG00000211804
TRDV3,ENSG00000256590
TREH,ENSG00000118094
TREHP1,ENSG00000255239
TREM1,ENSG00000124731
TREML1,ENSG00000161911
TREML3P,ENSG00000184106
TREML4,ENSG00000188056
TREML5P,ENSG00000225690
TRERF1,ENSG00000124496
TRERNA1,ENSG00000231265
TRGC2,ENSG00000227191
TRGJ1,ENSG00000211690
TRGJ2,ENSG00000211687
TRGV3,ENSG00000211699
TRGV5,ENSG00000211697
TRGV8,ENSG00000211696
TRGV9,ENSG00000211695
TRHDE,ENSG00000072657
TRHDE-AS1,ENSG00000236333
TRHR,ENSG00000174417
TRIAP1P1,ENSG00000237956
TRIM14,ENSG00000106785
TRIM16,ENSG00000221926
TRIM16L,ENSG00000108448
TRIM2,ENSG00000109654
TRIM29,ENSG00000137699
TRIM3,ENSG00000110171
TRIM34,ENSG00000258659
TRIM35,ENSG00000104228
TRIM36,ENSG00000152503
TRIM36-IT1,ENSG00000250472
TRIM38,ENSG00000112343
TRIM39,ENSG00000204599
TRIM4,ENSG00000146833
TRIM41,ENSG00000146063
TRIM43,ENSG00000144015
TRIM44,ENSG00000166326
TRIM47,ENSG00000132481
TRIM49,ENSG00000168930
TRIM49B,ENSG00000182053
TRIM49C,ENSG00000204449
TRIM49D2,ENSG00000233802
TRIM51HP,ENSG00000166007
TRIM52,ENSG00000183718
TRIM53BP,ENSG00000166013
TRIM54,ENSG00000138100
TRIM58,ENSG00000162722
TRIM6,ENSG00000121236
TRIM60P10Y,ENSG00000232976
TRIM60P11Y,ENSG00000227837
TRIM60P13,ENSG00000227247
TRIM61,ENSG00000183439
TRIM64B,ENSG00000189253
TRIM64DP,ENSG00000254751
TRIM64FP,ENSG00000226185
TRIM65,ENSG00000141569
TRIM67,ENSG00000119283
TRIM7,ENSG00000146054
TRIML2,ENSG00000179046
TRIOBP,ENSG00000100106
TRIP10,ENSG00000125733
TRIP11,ENSG00000100815
TRIP12,ENSG00000153827
TRIP4,ENSG00000103671
TRIQK,ENSG00000205133
TRMO,ENSG00000136932
TRMT1,ENSG00000104907
TRMT10B,ENSG00000165275
TRMT10BP1,ENSG00000253580
TRMT10C,ENSG00000174173
TRMT11,ENSG00000066651
TRMT112,ENSG00000173113
TRMT112P2,ENSG00000249778
TRMT112P4,ENSG00000236763
TRMT112P5,ENSG00000250161
TRMT112P6,ENSG00000268412
TRMT112P7,ENSG00000270275
TRMT1L,ENSG00000121486
TRMT2A,ENSG00000099899
TRMT2B,ENSG00000188917
TRMT2B-AS1,ENSG00000225839
TRMT44,ENSG00000155275
TRMT5,ENSG00000126814
TRMT6,ENSG00000089195
TRMT61A,ENSG00000166166
TRMT9B,ENSG00000250305
TRMU,ENSG00000100416
TRNAU1AP,ENSG00000180098
TRNP1,ENSG00000253368
TRNT1,ENSG00000072756
TRO,ENSG00000067445
TROAP,ENSG00000135451
TRPA1,ENSG00000104321
TRPC1,ENSG00000144935
TRPC2,ENSG00000182048
TRPC3,ENSG00000138741
TRPC4,ENSG00000133107
TRPC4AP,ENSG00000100991
TRPC6,ENSG00000137672
TRPC7,ENSG00000069018
TRPC7-AS1,ENSG00000248211
TRPC7-AS2,ENSG00000250947
TRPM1,ENSG00000134160
TRPM2,ENSG00000142185
TRPM3,ENSG00000083067
TRPM4,ENSG00000130529
TRPM5,ENSG00000070985
TRPM6,ENSG00000119121
TRPM7,ENSG00000092439
TRPT1,ENSG00000149743
TRPV3,ENSG00000167723
TRPV4,ENSG00000111199
TRPV5,ENSG00000127412
TRRAP,ENSG00000196367
TRUB1,ENSG00000165832
TSACC,ENSG00000163467
TSC1,ENSG00000165699
TSC2,ENSG00000103197
TSC22D1,ENSG00000102804
TSC22D1-AS1,ENSG00000278156
TSC22D2,ENSG00000196428
TSC22D3,ENSG00000157514
TSEN15,ENSG00000198860
TSEN15P1,ENSG00000230865
TSEN15P3,ENSG00000234922
TSEN2,ENSG00000154743
TSEN2P1,ENSG00000251174
TSEN34,ENSG00000170892
TSEN54,ENSG00000182173
TSFM,ENSG00000123297
TSG101,ENSG00000074319
TSGA10,ENSG00000135951
TSGA10IP,ENSG00000175513
TSGA13,ENSG00000213265
TSHB,ENSG00000134200
TSHR,ENSG00000165409
TSHZ1,ENSG00000179981
TSHZ2,ENSG00000182463
TSHZ3,ENSG00000121297
